IID	PC1	PC2
Chagyrskaya8	-0.151239	-0.037857
Denisova3	-0.462813	0.108975
Denisova11	-0.133121	-0.0282901
Denisova25	-0.183021	-0.0538794
Denisova5	-0.157258	-0.0381837
Goyet	-0.130555	-0.027331
Hohlenstein_Stadel	nan	nan
Les_Cottes	-0.107971	-0.0199089
L4741	-0.116743	-0.0423696
Mezmaiskaya2	-0.114564	-0.0138726
SP4903	-0.0425191	0.0675593
El_Sidron	-3.0009	3.55014
Spy	-0.109295	-0.0226151
Vi33.19	-0.146178	-0.036777
Vindija87	-0.147432	-0.0604177
