drs_uri,name,gender,library_id,reference_genome,sample_id,case_id,investigation,experimental_strategy,sample_type,platform
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8b2,SS6004479.annotated.nh.vcf.gz,Female,SS6004479,hs37d5,mixe0007,B_Mixe-1,SGDP-Mixe,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8b3,LP6005441-DNA_C06.srt.aln.bam.bai,Male,LP6005441-DNA_C06,hs37d5,HGDP00749,S_Japanese-1,SGDP-Japanese,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8b4,LP6005443-DNA_C04.annotated.nh.vcf.gz.tbi,Male,LP6005443-DNA_C04,hs37d5,Nlk18,S_Even-2,SGDP-Even,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8b5,LP6005442-DNA_A11.srt.aln.bam.bai,Male,LP6005442-DNA_A11,hs37d5,HG01503,S_Spanish-1,SGDP-Spanish,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8b6,LP6005443-DNA_D09.annotated.nh.vcf.gz.tbi,Male,LP6005443-DNA_D09,hs37d5,Kusunda15,S_Kusunda-2,SGDP-Kusunda,WGS,Genomic_from_saliva,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8b7,SS6004475.srt.aln.bam.bai,Male,SS6004475,hs37d5,HGDP00936,B_Yoruba-3,SGDP-Yoruba,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8b8,LP6005441-DNA_B08.annotated.nh.vcf.gz.tbi,Female,LP6005441-DNA_B08,hs37d5,HGDP00476,S_Mbuti-2,SGDP-Mbuti,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8b9,LP6005443-DNA_G07.srt.aln.bam.bai,Male,LP6005443-DNA_G07,hs37d5,HGDP00556,S_Papuan-12,SGDP-Papuan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8ba,LP6005443-DNA_E10.srt.aln.bam.bai,Male,LP6005443-DNA_E10,hs37d5,NorthOssetia12,S_North_Ossetian-1,SGDP-North_Ossetian,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8bb,LP6005519-DNA_D04.srt.aln.bam.bai,Male,LP6005519-DNA_D04,hs37d5,Y8,S_Yadava-2,SGDP-Yadava,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8bc,LP6005519-DNA_G04.srt.aln.bam,Male,LP6005519-DNA_G04,hs37d5,M4,S_Madiga-1,SGDP-Madiga,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8bd,LP6005519-DNA_G03.srt.aln.bam,Male,LP6005519-DNA_G03,hs37d5,B11,S_Brahmin-1,SGDP-Brahmin,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8be,LP6005441-DNA_C08.annotated.nh.vcf.gz,Male,LP6005441-DNA_C08,hs37d5,HGDP01191,S_Miao-1,SGDP-Miao,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8bf,LP6005442-DNA_A10.srt.aln.bam,Male,LP6005442-DNA_A10,hs37d5,HG03100,S_Esan-1,SGDP-Esan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8c0,LP6005443-DNA_A08.srt.aln.bam.bai,Male,LP6005443-DNA_A08,hs37d5,HGDP00549,S_Papuan-8,SGDP-Papuan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8c1,LP6005442-DNA_A12.srt.aln.bam,Male,LP6005442-DNA_A12,hs37d5,HG02783,S_Punjabi-2,SGDP-Punjabi,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8c2,LP6005442-DNA_B04.annotated.nh.vcf.gz,Male,LP6005442-DNA_B04,hs37d5,mg27,S_Georgian-1,SGDP-Georgian,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8c3,LP6005677-DNA_E01.annotated.nh.vcf.gz.tbi,Male,LP6005677-DNA_E01,hs37d5,NA11200,S_Quechua-2,SGDP-Quechua,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8c4,LP6005443-DNA_A02.srt.aln.bam.bai,Male,LP6005443-DNA_A02,hs37d5,HGDP01095,S_Tujia-1,SGDP-Tujia,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8c5,LP6005619-DNA_B01.annotated.nh.vcf.gz.tbi,Male,LP6005619-DNA_B01,hs37d5,SAH31,S_Saharawi-1,SGDP-Saharawi,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8c6,LP6005441-DNA_B10.srt.aln.bam,Female,LP6005441-DNA_B10,hs37d5,HGDP00550,S_Papuan-1,SGDP-Papuan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8c7,LP6005442-DNA_C07.annotated.nh.vcf.gz.tbi,Male,LP6005442-DNA_C07,hs37d5,NA13607,S_Ami-1,SGDP-Ami,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8c8,LP6005592-DNA_F01.srt.aln.bam.bai,Female,LP6005592-DNA_F01,hs37d5,IraqiJew1771,S_Iraqi_Jew-1,SGDP-Iraqi_Jew,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8c9,LP6005441-DNA_C10.annotated.nh.vcf.gz,Male,LP6005441-DNA_C10,hs37d5,HGDP00216,S_Pathan-1,SGDP-Pathan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8ca,LP6005441-DNA_A11.srt.aln.bam,Male,LP6005441-DNA_A11,hs37d5,HGDP01032,S_Ju_hoan_North-3,SGDP-Ju_hoan_North,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8cb,LP6005441-DNA_C06.srt.aln.bam,Male,LP6005441-DNA_C06,hs37d5,HGDP00749,S_Japanese-1,SGDP-Japanese,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8cc,LP6005443-DNA_F01.srt.aln.bam.bai,Male,LP6005443-DNA_F01,hs37d5,HGDP01333,S_She-2,SGDP-She,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8cd,LP6005619-DNA_C01.annotated.nh.vcf.gz.tbi,Male,LP6005619-DNA_C01,hs37d5,SAH41,S_Saharawi-2,SGDP-Saharawi,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8ce,LP6005442-DNA_G12.annotated.nh.vcf.gz.tbi,Female,LP6005442-DNA_G12,hs37d5,Ul5,S_Ulchi-2,SGDP-Ulchi,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8cf,LP6005443-DNA_F01.srt.aln.bam,Male,LP6005443-DNA_F01,hs37d5,HGDP01333,S_She-2,SGDP-She,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8d0,LP6005442-DNA_D01.annotated.nh.vcf.gz,Male,LP6005442-DNA_D01,hs37d5,HGDP01250,S_Xibo-1,SGDP-Xibo,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8d1,LP6005442-DNA_H03.srt.aln.bam,Male,LP6005442-DNA_H03,hs37d5,Est375,S_Estonian-1,SGDP-Estonian,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8d2,LP6005443-DNA_H07.annotated.nh.vcf.gz,Male,LP6005443-DNA_H07,hs37d5,HGDP00540,S_Papuan-2,SGDP-Papuan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8d3,LP6005441-DNA_C09.annotated.nh.vcf.gz,Male,LP6005441-DNA_C09,hs37d5,HGDP00798,S_Orcadian-1,SGDP-Orcadian,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8d4,LP6005519-DNA_G03.annotated.nh.vcf.gz,Male,LP6005519-DNA_G03,hs37d5,B11,S_Brahmin-1,SGDP-Brahmin,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8d5,LP6005443-DNA_C02.srt.aln.bam.bai,Male,LP6005443-DNA_C02,hs37d5,HGDP01246,S_Xibo-2,SGDP-Xibo,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8d6,LP6005677-DNA_C03.srt.aln.bam,Male,LP6005677-DNA_C03,hs37d5,Kayseri23827,S_Turkish-1,SGDP-Turkish,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8d7,LP6005677-DNA_A03.srt.aln.bam,Female,LP6005677-DNA_A03,hs37d5,Kayseri24424,S_Turkish-2,SGDP-Turkish,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8d8,LP6005441-DNA_B03.annotated.nh.vcf.gz.tbi,Female,LP6005441-DNA_B03,hs37d5,HGDP00660,S_Bougainville-1,SGDP-Bougainville,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8d9,LP6005443-DNA_B10.srt.aln.bam.bai,Male,LP6005443-DNA_B10,hs37d5,iran11,S_Iranian-2,SGDP-Iranian,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8da,LP6005442-DNA_A08.srt.aln.bam.bai,Male,LP6005442-DNA_A08,hs37d5,NA15202,S_Hungarian-2,SGDP-Hungarian,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8db,LP6005443-DNA_C08.srt.aln.bam.bai,Male,LP6005443-DNA_C08,hs37d5,HGDP00547,S_Papuan-6,SGDP-Papuan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8dc,LP6005443-DNA_A03.annotated.nh.vcf.gz,Male,LP6005443-DNA_A03,hs37d5,Ale22,S_Aleut-1,SGDP-Aleut,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8dd,SS6004477.srt.aln.bam,Male,SS6004477,hs37d5,IHW9193,B_Australian-4,SGDP-Australian,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8de,LP6005442-DNA_A02.srt.aln.bam.bai,Male,LP6005442-DNA_A02,hs37d5,HGDP00932,S_Yoruba-2,SGDP-Yoruba,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8df,SS6004469.srt.aln.bam,Male,SS6004469,hs37d5,HGDP00775,B_Han-3,SGDP-Han,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8e0,LP6005592-DNA_B03.srt.aln.bam,Male,LP6005592-DNA_B03,hs37d5,HGDP00722,S_Palestinian-1,SGDP-Palestinian,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8e1,LP6005442-DNA_C11.annotated.nh.vcf.gz,Male,LP6005442-DNA_C11,hs37d5,HG01846,S_Kinh-2,SGDP-Kinh,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8e2,LP6005441-DNA_G03.srt.aln.bam.bai,Male,LP6005441-DNA_G03,hs37d5,HGDP00717,S_Cambodian-1,SGDP-Cambodian,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8e3,LP6005442-DNA_D11.annotated.nh.vcf.gz.tbi,Female,LP6005442-DNA_D11,hs37d5,HG01600,S_Kinh-1,SGDP-Kinh,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8e4,LP6005442-DNA_B02.srt.aln.bam.bai,Female,LP6005442-DNA_B02,hs37d5,HGDP00928,S_Yoruba-1,SGDP-Yoruba,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8e5,LP6005677-DNA_A03.annotated.nh.vcf.gz,Female,LP6005677-DNA_A03,hs37d5,Kayseri24424,S_Turkish-2,SGDP-Turkish,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8e6,LP6005443-DNA_F03.srt.aln.bam,Female,LP6005443-DNA_F03,hs37d5,Nesk_22,S_Eskimo_Naukan-1,SGDP-Eskimo_Naukan,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8e7,LP6005443-DNA_D02.srt.aln.bam.bai,Male,LP6005443-DNA_D02,hs37d5,HGDP00951,S_Yakut-2,SGDP-Yakut,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8e8,LP6005443-DNA_D08.srt.aln.bam.bai,Female,LP6005443-DNA_D08,hs37d5,HGDP00552,S_Papuan-13,SGDP-Papuan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8e9,LP6005441-DNA_D10.srt.aln.bam,Female,LP6005441-DNA_D10,hs37d5,HGDP00232,S_Pathan-2,SGDP-Pathan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8ea,LP6005443-DNA_H08.annotated.nh.vcf.gz.tbi,Male,LP6005443-DNA_H08,hs37d5,DNK05,S_Dinka-1,SGDP-Dinka,WGS,Genomic_from_saliva,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8eb,LP6005592-DNA_E01.srt.aln.bam.bai,Male,LP6005592-DNA_E01,hs37d5,IraqiJew4291,S_Iraqi_Jew-2,SGDP-Iraqi_Jew,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8ec,LP6005443-DNA_H03.annotated.nh.vcf.gz.tbi,Female,LP6005443-DNA_H03,hs37d5,Sir40,S_Eskimo_Sireniki-2,SGDP-Eskimo_Sireniki,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8ed,LP6005441-DNA_E05.annotated.nh.vcf.gz.tbi,Male,LP6005441-DNA_E05,hs37d5,HGDP00125,S_Hazara-2,SGDP-Hazara,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8ee,LP6005442-DNA_B10.annotated.nh.vcf.gz,Female,LP6005442-DNA_B10,hs37d5,HG02943,S_Esan-2,SGDP-Esan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8ef,LP6005441-DNA_C08.srt.aln.bam,Male,LP6005441-DNA_C08,hs37d5,HGDP01191,S_Miao-1,SGDP-Miao,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8f0,LP6005442-DNA_B08.srt.aln.bam.bai,Female,LP6005442-DNA_B08,hs37d5,NA15203,S_Hungarian-1,SGDP-Hungarian,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8f1,SS6004475.srt.aln.bam,Male,SS6004475,hs37d5,HGDP00936,B_Yoruba-3,SGDP-Yoruba,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8f2,LP6005441-DNA_F05.srt.aln.bam.bai,Male,LP6005441-DNA_F05,hs37d5,HGDP00124,S_Hazara-1,SGDP-Hazara,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8f3,LP6005443-DNA_E07.annotated.nh.vcf.gz,Male,LP6005443-DNA_E07,hs37d5,HGDP00543,S_Papuan-4,SGDP-Papuan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8f4,LP6005443-DNA_F10.srt.aln.bam.bai,Male,LP6005443-DNA_F10,hs37d5,NorthOssetia5,S_North_Ossetian-2,SGDP-North_Ossetian,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8f5,LP6005443-DNA_A07.annotated.nh.vcf.gz.tbi,Male,LP6005443-DNA_A07,hs37d5,CHI-007,S_Thai-1,SGDP-Thai,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8f6,LP6005592-DNA_E01.annotated.nh.vcf.gz,Male,LP6005592-DNA_E01,hs37d5,IraqiJew4291,S_Iraqi_Jew-2,SGDP-Iraqi_Jew,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8f7,LP6005442-DNA_B08.annotated.nh.vcf.gz,Female,LP6005442-DNA_B08,hs37d5,NA15203,S_Hungarian-1,SGDP-Hungarian,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8f8,LP6005443-DNA_A02.annotated.nh.vcf.gz.tbi,Male,LP6005443-DNA_A02,hs37d5,HGDP01095,S_Tujia-1,SGDP-Tujia,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8f9,LP6005677-DNA_D01.srt.aln.bam,Male,LP6005677-DNA_D01,hs37d5,zapo0099,S_Zapotec-2,SGDP-Zapotec,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8fa,LP6005442-DNA_H01.annotated.nh.vcf.gz,Female,LP6005442-DNA_H01,hs37d5,HGDP01188,S_Yi-2,SGDP-Yi,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8fb,LP6005443-DNA_H03.annotated.nh.vcf.gz,Female,LP6005443-DNA_H03,hs37d5,Sir40,S_Eskimo_Sireniki-2,SGDP-Eskimo_Sireniki,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8fc,LP6005443-DNA_E08.annotated.nh.vcf.gz,Female,LP6005443-DNA_E08,hs37d5,HGDP00554,S_Papuan-14,SGDP-Papuan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8fd,LP6005441-DNA_A11.annotated.nh.vcf.gz.tbi,Male,LP6005441-DNA_A11,hs37d5,HGDP01032,S_Ju_hoan_North-3,SGDP-Ju_hoan_North,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8fe,LP6005441-DNA_H12.annotated.nh.vcf.gz.tbi,Female,LP6005441-DNA_H12,hs37d5,HGDP01168,S_Tuscan-1,SGDP-Tuscan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a8ff,SS6004480.srt.aln.bam,Male,SS6004480,hs37d5,DNK07,B_Dinka-3,SGDP-Dinka,WGS,Genomic_from_saliva,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a900,LP6005441-DNA_E02.annotated.nh.vcf.gz,Male,LP6005441-DNA_E02,hs37d5,HGDP00616,S_BedouinB-1,SGDP-BedouinB,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a901,LP6005441-DNA_F08.annotated.nh.vcf.gz,Female,LP6005441-DNA_F08,hs37d5,HGDP01223,S_Mongola-2,SGDP-Mongola,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a902,LP6005443-DNA_B07.annotated.nh.vcf.gz.tbi,Female,LP6005443-DNA_B07,hs37d5,CHI-034,S_Thai-2,SGDP-Thai,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a903,SS6004473.annotated.nh.vcf.gz.tbi,Male,SS6004473,hs37d5,HGDP01036,B_Ju_hoan_North-4,SGDP-Ju_hoan_North,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ae4b0ec383d92a904,LP6005442-DNA_A02.annotated.nh.vcf.gz,Male,LP6005442-DNA_A02,hs37d5,HGDP00932,S_Yoruba-2,SGDP-Yoruba,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786be4b0ec383d92a905,LP6007068-DNA_A01.srt.aln.bam,Male,LP6007068-DNA_A01,hs37d5,TZ-11,B_Crete-2,SGDP-Crete,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786be4b0ec383d92a906,SS6004478.annotated.nh.vcf.gz.tbi,Not available,SS6004478,hs37d5,IHW9118,B_Australian-3,SGDP-Australian,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786be4b0ec383d92a907,LP6005442-DNA_F10.annotated.nh.vcf.gz,Female,LP6005442-DNA_F10,hs37d5,HG00128,S_English-2,SGDP-English,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786be4b0ec383d92a908,LP6005441-DNA_B04.srt.aln.bam,Female,LP6005441-DNA_B04,hs37d5,HGDP00706,S_Piapoco-2,SGDP-Piapoco,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786be4b0ec383d92a909,LP6005441-DNA_G08.annotated.nh.vcf.gz.tbi,Male,LP6005441-DNA_G08,hs37d5,HGDP01253,S_Mozabite-1,SGDP-Mozabite,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786be4b0ec383d92a90a,LP6005443-DNA_H01.srt.aln.bam,Male,LP6005443-DNA_H01,hs37d5,HGDP01350,S_Tu-1,SGDP-Tu,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786be4b0ec383d92a90b,LP6005441-DNA_D06.srt.aln.bam.bai,Female,LP6005441-DNA_D06,hs37d5,HGDP00773,S_Japanese-2,SGDP-Japanese,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786be4b0ec383d92a90c,LP6005443-DNA_H03.srt.aln.bam,Female,LP6005443-DNA_H03,hs37d5,Sir40,S_Eskimo_Sireniki-2,SGDP-Eskimo_Sireniki,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786be4b0ec383d92a90d,LP6005443-DNA_B10.annotated.nh.vcf.gz,Male,LP6005443-DNA_B10,hs37d5,iran11,S_Iranian-2,SGDP-Iranian,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786be4b0ec383d92a90e,LP6005441-DNA_B02.srt.aln.bam,Female,LP6005441-DNA_B02,hs37d5,HGDP01414,S_BantuKenya-2,SGDP-BantuKenya,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786be4b0ec383d92a90f,LP6005442-DNA_A04.srt.aln.bam,Male,LP6005442-DNA_A04,hs37d5,mg31,S_Georgian-2,SGDP-Georgian,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786be4b0ec383d92a910,LP6005592-DNA_B02.annotated.nh.vcf.gz,Male,LP6005592-DNA_B02,hs37d5,NA17386,S_Maori-1,SGDP-Maori,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786be4b0ec383d92a911,LP6005441-DNA_B07.annotated.nh.vcf.gz,Female,LP6005441-DNA_B07,hs37d5,HGDP01323,S_Lahu-1,SGDP-Lahu,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786be4b0ec383d92a912,LP6005441-DNA_A01.annotated.nh.vcf.gz,Male,LP6005441-DNA_A01,hs37d5,HGDP01402,S_Adygei-1,SGDP-Adygei,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786be4b0ec383d92a913,LP6005443-DNA_F07.srt.aln.bam.bai,Male,LP6005443-DNA_F07,hs37d5,HGDP00548,S_Papuan-7,SGDP-Papuan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786be4b0ec383d92a914,LP6007069-DNA_A01.srt.aln.bam,Female,LP6007069-DNA_A01,hs37d5,AV-21,B_Crete-1,SGDP-Crete,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786be4b0ec383d92a915,LP6005441-DNA_A08.srt.aln.bam,Male,LP6005441-DNA_A08,hs37d5,HGDP00449,S_Mbuti-3,SGDP-Mbuti,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786be4b0ec383d92a916,LP6005443-DNA_G05.srt.aln.bam.bai,Male,LP6005443-DNA_G05,hs37d5,NA13616,S_Ami-2,SGDP-Ami,WGS,Genomic_from_cell_lines,Illumina
