drs_uri,name,gender,library_id,reference_genome,sample_id,case_id,investigation,experimental_strategy,sample_type,platform
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92a9ea,LP6005443-DNA_E01.annotated.nh.vcf.gz,Male,LP6005443-DNA_E01,hs37d5,HGDP01320,S_Lahu-2,SGDP-Lahu,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92a9eb,LP6005441-DNA_G03.srt.aln.bam,Male,LP6005441-DNA_G03,hs37d5,HGDP00717,S_Cambodian-1,SGDP-Cambodian,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92a9ec,LP6005619-DNA_C01.srt.aln.bam,Male,LP6005619-DNA_C01,hs37d5,SAH41,S_Saharawi-2,SGDP-Saharawi,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92a9ed,LP6005441-DNA_H05.annotated.nh.vcf.gz.tbi,Female,LP6005441-DNA_H05,hs37d5,HGDP01242,S_Hezhen-2,SGDP-Hezhen,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92a9ee,LP6005443-DNA_B09.srt.aln.bam.bai,Male,LP6005443-DNA_B09,hs37d5,DNK11,S_Dinka-2,SGDP-Dinka,WGS,Genomic_from_saliva,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92a9ef,LP6005442-DNA_A03.annotated.nh.vcf.gz.tbi,Male,LP6005442-DNA_A03,hs37d5,BulgarianB4,S_Bulgarian-1,SGDP-Bulgarian,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92a9f0,LP6005443-DNA_B06.srt.aln.bam.bai,Female,LP6005443-DNA_B06,hs37d5,NA15763,S_Icelandic-2,SGDP-Icelandic,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92a9f1,LP6005441-DNA_G02.srt.aln.bam,Male,LP6005441-DNA_G02,hs37d5,HGDP00457,S_Biaka-1,SGDP-Biaka,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92a9f2,LP6005677-DNA_F01.srt.aln.bam,Female,LP6005677-DNA_F01,hs37d5,NA11201,S_Quechua-1,SGDP-Quechua,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92a9f3,LP6005441-DNA_B11.annotated.nh.vcf.gz,Male,LP6005441-DNA_B11,hs37d5,HGDP00987,S_Ju_hoan_North-2,SGDP-Ju_hoan_North,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92a9f4,LP6005443-DNA_C06.srt.aln.bam,Female,LP6005443-DNA_C06,hs37d5,NA00726,S_Korean-2,SGDP-Korean,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92a9f5,LP6005443-DNA_C07.srt.aln.bam,Male,LP6005443-DNA_C07,hs37d5,HGDP00555,S_Papuan-11,SGDP-Papuan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92a9f6,LP6005443-DNA_D09.srt.aln.bam.bai,Male,LP6005443-DNA_D09,hs37d5,Kusunda15,S_Kusunda-2,SGDP-Kusunda,WGS,Genomic_from_saliva,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92a9f7,LP6005443-DNA_C08.srt.aln.bam,Male,LP6005443-DNA_C08,hs37d5,HGDP00547,S_Papuan-6,SGDP-Papuan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92a9f8,LP6005442-DNA_D09.srt.aln.bam,Female,LP6005442-DNA_D09,hs37d5,Ayodo_81S,S_Somali-1,SGDP-Somali,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92a9f9,LP6005442-DNA_D08.srt.aln.bam,Female,LP6005442-DNA_D08,hs37d5,NA15761,S_Icelandic-1,SGDP-Icelandic,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92a9fa,LP6005443-DNA_C09.srt.aln.bam,Male,LP6005443-DNA_C09,hs37d5,Kusunda02,S_Kusunda-1,SGDP-Kusunda,WGS,Genomic_from_saliva,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92a9fb,LP6005443-DNA_E08.annotated.nh.vcf.gz.tbi,Female,LP6005443-DNA_E08,hs37d5,HGDP00554,S_Papuan-14,SGDP-Papuan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92a9fc,LP6005519-DNA_B04.annotated.nh.vcf.gz.tbi,Male,LP6005519-DNA_B04,hs37d5,K4,S_Kapu-2,SGDP-Kapu,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92a9fd,LP6005441-DNA_A10.srt.aln.bam.bai,Male,LP6005441-DNA_A10,hs37d5,HGDP00541,S_Papuan-3,SGDP-Papuan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92a9fe,LP6005441-DNA_F04.srt.aln.bam,Female,LP6005441-DNA_F04,hs37d5,HGDP01215,S_Daur-2,SGDP-Daur,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92a9ff,SS6004471.annotated.nh.vcf.gz.tbi,Male,SS6004471,hs37d5,HGDP00982,B_Mbuti-4,SGDP-Mbuti,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa00,LP6005441-DNA_F03.srt.aln.bam,Female,LP6005441-DNA_F03,hs37d5,HGDP00338,S_Burusho-2,SGDP-Burusho,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa01,LP6005442-DNA_C04.srt.aln.bam.bai,Male,LP6005442-DNA_C04,hs37d5,iran17,S_Iranian-1,SGDP-Iranian,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa02,LP6005442-DNA_E04.srt.aln.bam,Male,LP6005442-DNA_E04,hs37d5,Jordan214,S_Jordanian-3,SGDP-Jordanian,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa03,LP6005442-DNA_B03.annotated.nh.vcf.gz.tbi,Male,LP6005442-DNA_B03,hs37d5,BulgarianC1,S_Bulgarian-2,SGDP-Bulgarian,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa04,LP6005442-DNA_C07.srt.aln.bam.bai,Male,LP6005442-DNA_C07,hs37d5,NA13607,S_Ami-1,SGDP-Ami,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa05,LP6005441-DNA_F12.srt.aln.bam,Female,LP6005441-DNA_F12,hs37d5,HGDP01098,S_Tujia-2,SGDP-Tujia,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa06,LP6005441-DNA_H07.srt.aln.bam,Female,LP6005441-DNA_H07,hs37d5,HGDP00857,S_Mayan-2,SGDP-Mayan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa07,LP6005441-DNA_D03.annotated.nh.vcf.gz.tbi,Male,LP6005441-DNA_D03,hs37d5,HGDP00027,S_Brahui-1,SGDP-Brahui,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa08,LP6005519-DNA_B05.annotated.nh.vcf.gz.tbi,Male,LP6005519-DNA_B05,hs37d5,R6,S_Relli-2,SGDP-Relli,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa09,LP6005442-DNA_A10.srt.aln.bam.bai,Male,LP6005442-DNA_A10,hs37d5,HG03100,S_Esan-1,SGDP-Esan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa0a,LP6005443-DNA_E07.annotated.nh.vcf.gz.tbi,Male,LP6005443-DNA_E07,hs37d5,HGDP00543,S_Papuan-4,SGDP-Papuan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa0b,LP6005443-DNA_A06.srt.aln.bam,Male,LP6005443-DNA_A06,hs37d5,NA17374,S_Greek-2,SGDP-Greek,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa0c,LP6005441-DNA_B10.annotated.nh.vcf.gz,Female,LP6005441-DNA_B10,hs37d5,HGDP00550,S_Papuan-1,SGDP-Papuan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa0d,LP6005441-DNA_F10.srt.aln.bam,Female,LP6005441-DNA_F10,hs37d5,HGDP01044,S_Pima-2,SGDP-Pima,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa0e,LP6005441-DNA_H09.srt.aln.bam,Female,LP6005441-DNA_H09,hs37d5,HGDP00737,S_Palestinian-3,SGDP-Palestinian,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa0f,LP6005441-DNA_H02.annotated.nh.vcf.gz,Male,LP6005441-DNA_H02,hs37d5,HGDP00461,S_Biaka-2,SGDP-Biaka,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa10,LP6005442-DNA_B11.annotated.nh.vcf.gz.tbi,Female,LP6005442-DNA_B11,hs37d5,HG01504,S_Spanish-2,SGDP-Spanish,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa11,LP6005443-DNA_A02.srt.aln.bam,Male,LP6005443-DNA_A02,hs37d5,HGDP01095,S_Tujia-1,SGDP-Tujia,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa12,LP6005519-DNA_G02.srt.aln.bam.bai,Female,LP6005519-DNA_G02,hs37d5,Peru60,S_Quechua-3,SGDP-Quechua,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa13,LP6005592-DNA_F03.annotated.nh.vcf.gz,Female,LP6005592-DNA_F03,hs37d5,Nlk1,S_Even-1,SGDP-Even,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa14,LP6005442-DNA_F09.srt.aln.bam.bai,Female,LP6005442-DNA_F09,hs37d5,Ayodo_502C,S_Luo-2,SGDP-Luo,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa15,LP6005442-DNA_F12.srt.aln.bam.bai,Female,LP6005442-DNA_F12,hs37d5,Tuba19,S_Tubalar-1,SGDP-Tubalar,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa16,LP6005441-DNA_G05.annotated.nh.vcf.gz.tbi,Male,LP6005441-DNA_G05,hs37d5,HGDP01240,S_Hezhen-1,SGDP-Hezhen,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa17,LP6005442-DNA_D10.srt.aln.bam,Female,LP6005442-DNA_D10,hs37d5,HG00174,S_Finnish-1,SGDP-Finnish,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa18,LP6005677-DNA_E01.srt.aln.bam.bai,Male,LP6005677-DNA_E01,hs37d5,NA11200,S_Quechua-2,SGDP-Quechua,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa19,LP6005592-DNA_E01.annotated.nh.vcf.gz.tbi,Male,LP6005592-DNA_E01,hs37d5,IraqiJew4291,S_Iraqi_Jew-2,SGDP-Iraqi_Jew,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa1a,LP6005443-DNA_C02.srt.aln.bam,Male,LP6005443-DNA_C02,hs37d5,HGDP01246,S_Xibo-2,SGDP-Xibo,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa1b,LP6005442-DNA_F09.srt.aln.bam,Female,LP6005442-DNA_F09,hs37d5,Ayodo_502C,S_Luo-2,SGDP-Luo,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa1c,LP6005519-DNA_D05.annotated.nh.vcf.gz.tbi,Male,LP6005519-DNA_D05,hs37d5,I3,S_Irula-2,SGDP-Irula,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa1d,LP6005443-DNA_C07.annotated.nh.vcf.gz.tbi,Male,LP6005443-DNA_C07,hs37d5,HGDP00555,S_Papuan-11,SGDP-Papuan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa1e,LP6005592-DNA_E02.annotated.nh.vcf.gz,Male,LP6005592-DNA_E02,hs37d5,ND15865,S_Polish-1,SGDP-Polish,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa1f,LP6005442-DNA_D03.annotated.nh.vcf.gz,Male,LP6005442-DNA_D03,hs37d5,ch113,S_Chechen-1,SGDP-Chechen,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ce4b0ec383d92aa20,LP6005441-DNA_H03.annotated.nh.vcf.gz,Female,LP6005441-DNA_H03,hs37d5,HGDP00713,S_Cambodian-2,SGDP-Cambodian,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa21,LP6005442-DNA_C04.srt.aln.bam,Male,LP6005442-DNA_C04,hs37d5,iran17,S_Iranian-1,SGDP-Iranian,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa22,LP6005442-DNA_A02.annotated.nh.vcf.gz.tbi,Male,LP6005442-DNA_A02,hs37d5,HGDP00932,S_Yoruba-2,SGDP-Yoruba,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa23,LP6005441-DNA_G12.annotated.nh.vcf.gz.tbi,Male,LP6005441-DNA_G12,hs37d5,HGDP01163,S_Tuscan-2,SGDP-Tuscan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa24,LP6005441-DNA_H03.srt.aln.bam,Female,LP6005441-DNA_H03,hs37d5,HGDP00713,S_Cambodian-2,SGDP-Cambodian,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa25,LP6005443-DNA_A08.srt.aln.bam,Male,LP6005443-DNA_A08,hs37d5,HGDP00549,S_Papuan-8,SGDP-Papuan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa26,LP6005441-DNA_H05.srt.aln.bam,Female,LP6005441-DNA_H05,hs37d5,HGDP01242,S_Hezhen-2,SGDP-Hezhen,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa27,LP6005442-DNA_C02.srt.aln.bam,Male,LP6005442-DNA_C02,hs37d5,abh107,S_Abkhasian-1,SGDP-Abkhasian,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa28,LP6005442-DNA_F12.annotated.nh.vcf.gz,Female,LP6005442-DNA_F12,hs37d5,Tuba19,S_Tubalar-1,SGDP-Tubalar,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa29,LP6005441-DNA_F09.annotated.nh.vcf.gz,Female,LP6005441-DNA_F09,hs37d5,HGDP01211,S_Oroqen-2,SGDP-Oroqen,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa2a,LP6005519-DNA_A05.srt.aln.bam,Male,LP6005519-DNA_A05,hs37d5,R3,S_Relli-1,SGDP-Relli,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa2b,LP6005677-DNA_A02.annotated.nh.vcf.gz,Female,LP6005677-DNA_A02,hs37d5,Bishkek28439,S_Kyrgyz-2,SGDP-Kyrgyz,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa2c,LP6005441-DNA_H12.srt.aln.bam,Female,LP6005441-DNA_H12,hs37d5,HGDP01168,S_Tuscan-1,SGDP-Tuscan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa2d,LP6005442-DNA_G01.srt.aln.bam.bai,Male,LP6005442-DNA_G01,hs37d5,HGDP01179,S_Yi-1,SGDP-Yi,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa2e,LP6005443-DNA_D01.annotated.nh.vcf.gz,Female,LP6005443-DNA_D01,hs37d5,HGDP00569,S_Druze-1,SGDP-Druze,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa2f,LP6005442-DNA_G12.srt.aln.bam,Female,LP6005442-DNA_G12,hs37d5,Ul5,S_Ulchi-2,SGDP-Ulchi,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa30,LP6005441-DNA_H10.srt.aln.bam,Female,LP6005441-DNA_H10,hs37d5,HGDP00903,S_Russian-2,SGDP-Russian,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa31,LP6005442-DNA_G04.srt.aln.bam.bai,Male,LP6005442-DNA_G04,hs37d5,lez42,S_Lezgin-2,SGDP-Lezgin,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa32,LP6005441-DNA_E07.srt.aln.bam.bai,Male,LP6005441-DNA_E07,hs37d5,HGDP01199,S_Mandenka-1,SGDP-Mandenka,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa33,LP6005441-DNA_B06.annotated.nh.vcf.gz,Female,LP6005441-DNA_B06,hs37d5,HGDP01172,S_Bergamo-2,SGDP-Bergamo,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa34,LP6005442-DNA_F11.annotated.nh.vcf.gz,Female,LP6005442-DNA_F11,hs37d5,NA19023,S_Luhya-1,SGDP-Luhya,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa35,LP6005442-DNA_G10.srt.aln.bam,Male,LP6005442-DNA_G10,hs37d5,HG02464,S_Gambian-1,SGDP-Gambian,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa36,LP6005442-DNA_E04.annotated.nh.vcf.gz,Male,LP6005442-DNA_E04,hs37d5,Jordan214,S_Jordanian-3,SGDP-Jordanian,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa37,LP6005443-DNA_H03.srt.aln.bam.bai,Female,LP6005443-DNA_H03,hs37d5,Sir40,S_Eskimo_Sireniki-2,SGDP-Eskimo_Sireniki,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa38,LP6005443-DNA_H05.annotated.nh.vcf.gz,Male,LP6005443-DNA_H05,hs37d5,NA15728,S_Czech-2,SGDP-Czech,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa39,LP6005441-DNA_F03.annotated.nh.vcf.gz.tbi,Female,LP6005441-DNA_F03,hs37d5,HGDP00338,S_Burusho-2,SGDP-Burusho,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa3a,LP6005519-DNA_B06.srt.aln.bam.bai,Male,LP6005519-DNA_B06,hs37d5,Bu16,S_Burmese-1,SGDP-Burmese,WGS,Genomic_from_saliva,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa3b,SS6004467.annotated.nh.vcf.gz,Male,SS6004467,hs37d5,HGDP01308,B_Dai-4,SGDP-Dai,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa3c,LP6005441-DNA_G12.srt.aln.bam,Male,LP6005441-DNA_G12,hs37d5,HGDP01163,S_Tuscan-2,SGDP-Tuscan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa3d,LP6007069-DNA_A01.srt.aln.bam.bai,Female,LP6007069-DNA_A01,hs37d5,AV-21,B_Crete-1,SGDP-Crete,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa3e,LP6005443-DNA_A06.annotated.nh.vcf.gz,Male,LP6005443-DNA_A06,hs37d5,NA17374,S_Greek-2,SGDP-Greek,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa3f,LP6005441-DNA_G10.srt.aln.bam,Male,LP6005441-DNA_G10,hs37d5,HGDP00887,S_Russian-1,SGDP-Russian,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa40,LP6005442-DNA_F10.srt.aln.bam,Female,LP6005442-DNA_F10,hs37d5,HG00128,S_English-2,SGDP-English,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa41,LP6005442-DNA_F12.srt.aln.bam,Female,LP6005442-DNA_F12,hs37d5,Tuba19,S_Tubalar-1,SGDP-Tubalar,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa42,LP6005519-DNA_B05.srt.aln.bam,Male,LP6005519-DNA_B05,hs37d5,R6,S_Relli-2,SGDP-Relli,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa43,LP6005443-DNA_G11.srt.aln.bam.bai,Male,LP6005443-DNA_G11,hs37d5,mixa0099,S_Mixtec-1,SGDP-Mixtec,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa44,LP6005443-DNA_E10.srt.aln.bam,Male,LP6005443-DNA_E10,hs37d5,NorthOssetia12,S_North_Ossetian-1,SGDP-North_Ossetian,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa45,LP6005519-DNA_C05.srt.aln.bam,Male,LP6005519-DNA_C05,hs37d5,I1,S_Irula-1,SGDP-Irula,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa46,LP6005441-DNA_C11.annotated.nh.vcf.gz,Male,LP6005441-DNA_C11,hs37d5,HGDP01079,S_Sardinian-1,SGDP-Sardinian,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa47,LP6005519-DNA_C03.srt.aln.bam,Male,LP6005519-DNA_C03,hs37d5,tdj409_shugnan,S_Tajik-1,SGDP-Tajik,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa48,LP6005442-DNA_G10.srt.aln.bam.bai,Male,LP6005442-DNA_G10,hs37d5,HG02464,S_Gambian-1,SGDP-Gambian,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa49,LP6005443-DNA_G08.srt.aln.bam.bai,Male,LP6005443-DNA_G08,hs37d5,HGDP00991,S_Ju_hoan_North-1,SGDP-Ju_hoan_North,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa4a,LP6005442-DNA_B03.srt.aln.bam.bai,Male,LP6005442-DNA_B03,hs37d5,BulgarianC1,S_Bulgarian-2,SGDP-Bulgarian,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa4b,LP6005441-DNA_A03.annotated.nh.vcf.gz,Female,LP6005441-DNA_A03,hs37d5,HGDP00656,S_Bougainville-2,SGDP-Bougainville,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa4c,LP6005442-DNA_G07.srt.aln.bam,Male,LP6005442-DNA_G07,hs37d5,NA17377,S_Greek-1,SGDP-Greek,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa4d,LP6005443-DNA_E11.srt.aln.bam.bai,Female,LP6005443-DNA_E11,hs37d5,mixe0002,S_Mixe-2,SGDP-Mixe,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa4e,LP6005441-DNA_B04.annotated.nh.vcf.gz,Female,LP6005441-DNA_B04,hs37d5,HGDP00706,S_Piapoco-2,SGDP-Piapoco,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786de4b0ec383d92aa4f,LP6005443-DNA_A12.annotated.nh.vcf.gz.tbi,Male,LP6005443-DNA_A12,hs37d5,zapo0098,S_Zapotec-1,SGDP-Zapotec,WGS,Genomic_from_cell_lines,Illumina
